State,Crop,Category,Season,Sowing,Harvesting,Duration
Nagaland,Rice (Sambha Mahsuri),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Rice (Govind),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Rice (Saket-4),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Rice (Ratna),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Rice (Sona),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Rice (Mahsuri),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Rice (ADT-36),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Rice (ADT-43),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Rice (CO-43),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Rice (CO-51),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Rice (IR-36),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Wheat (HD-2967),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (HD-3086),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (PBW-343),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (Lok-1),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (Raj-3765),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (K-307),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (GW-322),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (Sharbati),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (Durum),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (Sonalika),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (Kalyan Sona),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (WH-1105),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (HI-1544),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (GW-496),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Wheat (DBW-187),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Nagaland,Maize (Ganga-5),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Nagaland,Maize (Deccan-103),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Nagaland,Maize (Pioneer-30V92),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Nagaland,Maize (HQPM-1),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Nagaland,Maize (Bio-9637),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Nagaland,Maize (Shaktiman-1),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Nagaland,Maize (Prabhat),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Nagaland,Maize (Kisan),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Nagaland,Maize (Jawahar),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Nagaland,Mango (Alphonso),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Dasheri),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Langra),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Chausa),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Kesar),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Badami),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Totapuri),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Neelum),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Amrapali),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Mallika),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Himsagar),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Banganapalli),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Suvarnarekha),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Fazli),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Mango (Gulabkhas),Fruit,Perennial,June-July,April-June,115-155 days
Nagaland,Potato (Kufri Jyoti),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Nagaland,Potato (Kufri Bahar),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Nagaland,Potato (Kufri Pukhraj),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Nagaland,Potato (Kufri Chandramukhi),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Nagaland,Potato (Kufri Sindhuri),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Nagaland,Potato (Kufri Badshah),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Nagaland,Potato (Kufri Lauvkar),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Nagaland,Potato (Kufri Chipsona),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Nagaland,Tomato (Pusa Ruby),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Nagaland,Tomato (Arka Vikas),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Nagaland,Tomato (Arka Saurabh),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Nagaland,Tomato (Vaishali),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Nagaland,Tomato (Abhinav),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Nagaland,Tomato (Pusa Early Dwarf),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Nagaland,Tomato (S-12),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Nagaland,Tomato (Arka Rakshak),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Nagaland,Tomato (Arka Samrat),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Nagaland,Banana (Grand Naine),Fruit,Perennial,June-July,Year-round,295-365 days
Nagaland,Banana (Robusta),Fruit,Perennial,June-July,Year-round,295-365 days
Nagaland,Banana (Dwarf Cavendish),Fruit,Perennial,June-July,Year-round,295-365 days
Nagaland,Banana (Poovan),Fruit,Perennial,June-July,Year-round,295-365 days
Nagaland,Banana (Rasthali),Fruit,Perennial,June-July,Year-round,295-365 days
Nagaland,Banana (Nendran),Fruit,Perennial,June-July,Year-round,295-365 days
Nagaland,Banana (Red Banana),Fruit,Perennial,June-July,Year-round,295-365 days
Nagaland,Banana (Elakki),Fruit,Perennial,June-July,Year-round,295-365 days
Nagaland,Cotton (BT-Cotton),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Nagaland,Cotton (H-777),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Nagaland,Cotton (MCU-5),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Nagaland,Cotton (Suvin),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Nagaland,Cotton (Bunny),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Nagaland,Cotton (Ajeet),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Nagaland,Cotton (DCH-32),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Nagaland,Cotton (JKHy-1),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Nagaland,Cotton (Varalaxmi),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Nagaland,Sugarcane (CO-0238),Sugar,Annual,Jan-March,Dec-March,295-365 days
Nagaland,Sugarcane (CO-86032),Sugar,Annual,Jan-March,Dec-March,295-365 days
Nagaland,Sugarcane (CO-419),Sugar,Annual,Jan-March,Dec-March,295-365 days
Nagaland,Sugarcane (CO-740),Sugar,Annual,Jan-March,Dec-March,295-365 days
Nagaland,Sugarcane (CO-8021),Sugar,Annual,Jan-March,Dec-March,295-365 days
Nagaland,Sugarcane (CO-671),Sugar,Annual,Jan-March,Dec-March,295-365 days
Nagaland,Sugarcane (CO-94012),Sugar,Annual,Jan-March,Dec-March,295-365 days
Nagaland,Sugarcane (CO-0118),Sugar,Annual,Jan-March,Dec-March,295-365 days
Nagaland,Mustard (Pusa-Bold),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Nagaland,Mustard (Varuna),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Nagaland,Mustard (RH-30),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Nagaland,Mustard (Kranti),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Nagaland,Mustard (Giriraj),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Nagaland,Mustard (Laxmi),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Nagaland,Mustard (Pusa Jai Kisan),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Nagaland,Brinjal (Pusa Purple Long),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Brinjal (Pusa Purple Round),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Brinjal (Arka Kusumakar),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Brinjal (Arka Neelkanth),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Brinjal (Pusa Anmol),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Nagaland,Onion (Agrifound Dark Red),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Nagaland,Onion (N-53),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Nagaland,Onion (Pusa Red),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Nagaland,Onion (Arka Kalyan),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Nagaland,Onion (Baswant-780),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Nagaland,Onion (Arka Niketan),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Nagaland,Chilli (Pusa Jwala),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Nagaland,Chilli (Arka Lohit),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Nagaland,Chilli (G-4),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Nagaland,Chilli (Byadagi),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Nagaland,Chilli (K-2),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Nagaland,Chilli (Bhavnagari),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Nagaland,Soybean (JS-335),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Nagaland,Soybean (JS-9560),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Nagaland,Soybean (NRC-37),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Nagaland,Soybean (PK-472),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Nagaland,Soybean (Bragg),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Nagaland,Ginger (Nadia),Vegetable,Kharif,April-May,Dec-Jan,235-275 days
Nagaland,Ginger (Maran),Vegetable,Kharif,April-May,Dec-Jan,235-275 days
Nagaland,Ginger (Rio-de-Janeiro),Vegetable,Kharif,April-May,Dec-Jan,235-275 days
Nagaland,Ginger (Suprabha),Vegetable,Kharif,April-May,Dec-Jan,235-275 days
Nagaland,Turmeric (Prabha),Vegetable,Kharif,May-June,Jan-Feb,205-275 days
Nagaland,Turmeric (Pratibha),Vegetable,Kharif,May-June,Jan-Feb,205-275 days
Nagaland,Turmeric (Roma),Vegetable,Kharif,May-June,Jan-Feb,205-275 days
Nagaland,Turmeric (Suguna),Vegetable,Kharif,May-June,Jan-Feb,205-275 days
Nagaland,Grapes (Thompson Seedless),Fruit,Perennial,Jan-Feb,March-May,115-155 days
Nagaland,Grapes (Anab-e-Shahi),Fruit,Perennial,Jan-Feb,March-May,115-155 days
Nagaland,Grapes (Bangalore Blue),Fruit,Perennial,Jan-Feb,March-May,115-155 days
Nagaland,Grapes (Dilkhush),Fruit,Perennial,Jan-Feb,March-May,115-155 days
Nagaland,Grapes (Tas-e-Ganesh),Fruit,Perennial,Jan-Feb,March-May,115-155 days
Nagaland,Guava (Allahabad Safeda),Fruit,Perennial,June-July,Nov-Jan,115-155 days
Nagaland,Guava (Lucknow-49),Fruit,Perennial,June-July,Nov-Jan,115-155 days
Nagaland,Guava (Arka Mridula),Fruit,Perennial,June-July,Nov-Jan,115-155 days
Nagaland,Guava (Lalit),Fruit,Perennial,June-July,Nov-Jan,115-155 days
Nagaland,Pomegranate (Bhagwa),Fruit,Perennial,June-July,Nov-Jan,145-185 days
Nagaland,Pomegranate (Mridula),Fruit,Perennial,June-July,Nov-Jan,145-185 days
Nagaland,Pomegranate (Ganesh),Fruit,Perennial,June-July,Nov-Jan,145-185 days
Nagaland,Pomegranate (Ruby),Fruit,Perennial,June-July,Nov-Jan,145-185 days
Nagaland,Papaya (Coorg Honey Dew),Fruit,Perennial,June-July,Year-round,265-335 days
Nagaland,Papaya (Pusa Nanha),Fruit,Perennial,June-July,Year-round,265-335 days
Nagaland,Papaya (Pusa Dwarf),Fruit,Perennial,June-July,Year-round,265-335 days
Nagaland,Papaya (Washington),Fruit,Perennial,June-July,Year-round,265-335 days
Nagaland,Papaya (Solo),Fruit,Perennial,June-July,Year-round,265-335 days
Nagaland,Rose (Gladiator),Flower,Misc,Oct-Nov,Year-round,115-155 days
Nagaland,Rose (First Red),Flower,Misc,Oct-Nov,Year-round,115-155 days
Nagaland,Rose (Baccara),Flower,Misc,Oct-Nov,Year-round,115-155 days
Nagaland,Rose (Super Star),Flower,Misc,Oct-Nov,Year-round,115-155 days
Nagaland,Marigold (African Marigold),Flower,Misc,June-July,Sept-Oct,55-95 days
Nagaland,Marigold (French Marigold),Flower,Misc,June-July,Sept-Oct,55-95 days
Nagaland,Marigold (Pusa Narangi),Flower,Misc,June-July,Sept-Oct,55-95 days
Nagaland,Marigold (Pusa Basanti),Flower,Misc,June-July,Sept-Oct,55-95 days
Nagaland,Minor Crop Variant 285,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 286,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 287,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 288,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 289,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 290,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 291,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 292,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 293,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 294,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 295,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 296,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 297,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 298,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 299,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 300,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 301,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 302,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 303,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 304,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 305,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 306,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 307,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 308,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 309,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 310,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 311,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 312,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 313,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 314,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 315,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 316,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 317,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 318,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 319,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 320,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 321,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 322,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 323,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 324,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 325,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 326,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 327,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 328,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 329,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 330,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 331,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 332,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 333,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 334,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 335,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 336,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 337,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 338,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 339,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 340,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 341,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 342,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 343,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 344,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 345,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 346,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 347,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 348,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 349,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 350,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 351,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 352,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 353,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 354,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 355,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 356,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 357,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 358,Misc,Misc,June-July,Oct-Nov,90-120 days
Nagaland,Minor Crop Variant 359,Misc,Misc,June-July,Oct-Nov,90-120 days
Odisha,Rice,Cereal,Kharif,June-July,Oct-Nov,120-150 days
Odisha,Wheat,Cereal,Rabi,Oct-Nov,March-April,130-150 days
Odisha,Maize,Cereal,Kharif,June-July,Sept-Oct,90-110 days
Odisha,Jowar,Cereal,Kharif,June-July,Oct-Nov,100-120 days
Odisha,Bajra,Cereal,Kharif,June-July,Sept-Oct,80-100 days
Odisha,Ragi,Cereal,Kharif,June-July,Oct-Nov,110-130 days
Odisha,Barley,Cereal,Rabi,Oct-Nov,March-April,120-140 days
Odisha,Small Millets,Cereal,Kharif,June-July,Sept-Oct,90-110 days
Odisha,Kodo Millet,Cereal,Kharif,June-July,Oct-Nov,100-120 days
Odisha,Barnyard Millet,Cereal,Kharif,June-July,Sept-Oct,90-100 days
Odisha,Foxtail Millet,Cereal,Kharif,June-July,Aug-Sept,80-90 days
Odisha,Proso Millet,Cereal,Zaid,March-April,May-June,60-75 days
Odisha,Little Millet,Cereal,Kharif,June-July,Sept-Oct,85-105 days
Odisha,Oats,Cereal,Rabi,Oct-Nov,Feb-March,120-150 days
Odisha,Gram,Pulse,Rabi,Oct-Nov,Feb-March,130-150 days
Odisha,Tur,Pulse,Kharif,June-July,Dec-Jan,160-200 days
Odisha,Moong,Pulse,Kharif,June-July,Aug-Sept,60-90 days
Odisha,Urad,Pulse,Kharif,June-July,Aug-Sept,70-90 days
Odisha,Masur,Pulse,Rabi,Oct-Nov,Feb-March,120-140 days
Odisha,Peas,Pulse,Rabi,Oct-Nov,Jan-Feb,90-120 days
Odisha,Horse Gram,Pulse,Kharif,Aug-Sept,Nov-Dec,120-150 days
Odisha,Cowpea,Pulse,Kharif,June-July,Sept-Oct,80-100 days
Odisha,Rajma,Pulse,Rabi,Oct-Nov,Feb-March,110-130 days
Odisha,Moth Bean,Pulse,Kharif,June-July,Sept-Oct,90-110 days
Odisha,Lathyrus,Pulse,Rabi,Oct-Nov,Feb-March,120-140 days
Odisha,Guar,Pulse,Kharif,June-July,Oct-Nov,100-120 days
Odisha,Groundnut,Oilseed,Kharif,June-July,Oct-Nov,100-120 days
Odisha,Mustard,Oilseed,Rabi,Oct-Nov,Feb-March,110-130 days
Odisha,Soybean,Oilseed,Kharif,June-July,Sept-Oct,95-115 days
Odisha,Sunflower,Oilseed,Zaid,Jan-Feb,May-June,90-110 days
Odisha,Sesamum,Oilseed,Kharif,June-July,Sept-Oct,80-100 days
Odisha,Linseed,Oilseed,Rabi,Oct-Nov,Feb-March,120-150 days
Odisha,Castor,Oilseed,Kharif,June-July,Dec-Jan,150-180 days
Odisha,Safflower,Oilseed,Rabi,Oct-Nov,March-April,150-180 days
Odisha,Niger,Oilseed,Kharif,July-Aug,Nov-Dec,110-130 days
Odisha,Potato,Vegetable,Rabi,Oct-Nov,Jan-Feb,90-120 days
Odisha,Onion,Vegetable,Rabi,Oct-Nov,March-April,140-160 days
Odisha,Tomato,Vegetable,Kharif,June-July,Sept-Oct,110-130 days
Odisha,Brinjal,Vegetable,Kharif,June-July,Oct-Nov,120-150 days
Odisha,Chilli,Vegetable,Kharif,June-July,Oct-Nov,150-180 days
Odisha,Cabbage,Vegetable,Rabi,Sept-Oct,Dec-Jan,90-120 days
Odisha,Cauliflower,Vegetable,Rabi,Sept-Oct,Nov-Dec,90-120 days
Odisha,Okra,Vegetable,Kharif,June-July,Aug-Sept,90-110 days
Odisha,Bottle Gourd,Vegetable,Kharif,June-July,Aug-Sept,90-120 days
Odisha,Bitter Gourd,Vegetable,Kharif,June-July,Aug-Sept,90-110 days
Odisha,Radish,Vegetable,Rabi,Oct-Nov,Dec-Jan,50-70 days
Odisha,Carrot,Vegetable,Rabi,Oct-Nov,Jan-Feb,90-110 days
Odisha,Garlic,Vegetable,Rabi,Oct-Nov,March-April,150-170 days
Odisha,Ginger,Vegetable,Kharif,April-May,Dec-Jan,240-270 days
Odisha,Turmeric,Vegetable,Kharif,May-June,Jan-Feb,210-270 days
Odisha,Mango,Fruit,Perennial,June-July,April-June,120-150 days
Odisha,Banana,Fruit,Perennial,June-July,Year-round,300-360 days
Odisha,Citrus,Fruit,Perennial,June-July,Year-round,150-180 days
Odisha,Orange,Fruit,Perennial,June-July,Nov-Jan,180-210 days
Odisha,Guava,Fruit,Perennial,June-July,Nov-Jan,120-150 days
Odisha,Papaya,Fruit,Perennial,June-July,Year-round,270-330 days
Odisha,Pomegranate,Fruit,Perennial,June-July,Nov-Jan,150-180 days
Odisha,Apple,Fruit,Perennial,Jan-Feb,Aug-Oct,150-180 days
Odisha,Grapes,Fruit,Perennial,Jan-Feb,March-May,120-150 days
Odisha,Pineapple,Fruit,Perennial,June-July,Aug-Oct,450-500 days
Odisha,Sapota,Fruit,Perennial,June-July,Year-round,150-180 days
Odisha,Litchi,Fruit,Perennial,Jan-Feb,May-June,120-140 days
Odisha,Jackfruit,Fruit,Perennial,June-July,April-June,120-150 days
Odisha,Ber,Fruit,Perennial,June-July,Jan-Feb,150-180 days
Odisha,Amla,Fruit,Perennial,June-July,Nov-Jan,180-210 days
Odisha,Custard Apple,Fruit,Perennial,June-July,Oct-Nov,120-150 days
Odisha,Watermelon,Fruit,Perennial,Jan-Feb,April-May,85-100 days
Odisha,Muskmelon,Fruit,Perennial,Jan-Feb,April-May,80-95 days
Odisha,Strawberry,Fruit,Perennial,Oct-Nov,Feb-March,120-150 days
Odisha,Kiwi,Fruit,Perennial,Jan-Feb,Oct-Nov,200-240 days
Odisha,Black Pepper,Spices,Kharif/Rabi,June-July,Jan-March,240-300 days
Odisha,Small Cardamom,Spices,Kharif/Rabi,June-July,Aug-Feb,300-360 days
Odisha,Large Cardamom,Spices,Kharif/Rabi,June-July,Oct-Dec,300-360 days
Odisha,Clove,Spices,Kharif/Rabi,June-July,Jan-March,240-300 days
Odisha,Nutmeg,Spices,Kharif/Rabi,June-July,Year-round,240-300 days
Odisha,Cinnamon,Spices,Kharif/Rabi,June-July,Year-round,240-300 days
Odisha,Cumin,Spices,Kharif/Rabi,Oct-Nov,Feb-March,110-120 days
Odisha,Fennel,Spices,Kharif/Rabi,Oct-Nov,March-April,150-180 days
Odisha,Coriander,Spices,Kharif/Rabi,Oct-Nov,Feb-March,110-130 days
Odisha,Ajwain,Spices,Kharif/Rabi,Oct-Nov,March-April,150-170 days
Odisha,Suva,Spices,Kharif/Rabi,Oct-Nov,Feb-March,120-140 days
Odisha,Vanilla,Spices,Kharif/Rabi,June-July,Ongoing,365-365 days
Odisha,Ashwagandha,Medicinal,Misc,Aug-Sept,Jan-Feb,150-180 days
Odisha,Aloe Vera,Medicinal,Misc,June-July,Year-round,300-365 days
Odisha,Tulsi,Medicinal,Misc,June-July,Sept-Oct,90-120 days
Odisha,Mentha,Medicinal,Misc,Jan-Feb,May-June,100-120 days
Odisha,Isabgol,Medicinal,Misc,Oct-Nov,March-April,110-130 days
Odisha,Senna,Medicinal,Misc,June-July,Oct-Nov,110-130 days
Odisha,Safed Musli,Medicinal,Misc,June-July,Dec-Jan,180-210 days
Odisha,Kalmegh,Medicinal,Misc,June-July,Nov-Dec,120-150 days
Odisha,Shatavari,Medicinal,Misc,June-July,Year-round,365-500 days
